,nodeA,nodeB,weight
17002,Hillary Clinton,Nobusuke Kishi,1
17003,Nobusuke Kishi,Trump,5
17004,Nobusuke Kishi,Ronald Reagan,1
17005,Nobusuke Kishi,Yasuhiro Nakasone,1
17006,George W. Bush,Nobusuke Kishi,1
17007,Junichiro Koizumi,Nobusuke Kishi,1
17008,Koizumi,Nobusuke Kishi,2
17009,Bush,Nobusuke Kishi,1
17010,Elvis Presley,Nobusuke Kishi,1
17011,Dwight D. Eisenhower,Hillary Clinton,1
17012,Dwight D. Eisenhower,Trump,5
17013,Dwight D. Eisenhower,Ronald Reagan,1
17014,Dwight D. Eisenhower,Yasuhiro Nakasone,1
17015,Dwight D. Eisenhower,George W. Bush,1
17016,Dwight D. Eisenhower,Junichiro Koizumi,1
17017,Dwight D. Eisenhower,Koizumi,2
17018,Bush,Dwight D. Eisenhower,1
17019,Dwight D. Eisenhower,Elvis Presley,1
17020,Hillary Clinton,Ronald Reagan,4
17021,Hillary Clinton,Yasuhiro Nakasone,1
17022,Hillary Clinton,Junichiro Koizumi,1
17023,Hillary Clinton,Koizumi,2
17024,Bush,Hillary Clinton,25
17025,Elvis Presley,Hillary Clinton,1
17026,Trump,Yasuhiro Nakasone,5
17027,Junichiro Koizumi,Trump,5
17028,Koizumi,Trump,10
17029,Elvis Presley,Trump,5
17030,Ronald Reagan,Yasuhiro Nakasone,1
17031,George W. Bush,Ronald Reagan,4
17032,Junichiro Koizumi,Ronald Reagan,1
17033,Koizumi,Ronald Reagan,2
17034,Bush,Ronald Reagan,6
17035,Elvis Presley,Ronald Reagan,1
17036,George W. Bush,Yasuhiro Nakasone,1
17037,Junichiro Koizumi,Yasuhiro Nakasone,1
17038,Koizumi,Yasuhiro Nakasone,2
17039,Bush,Yasuhiro Nakasone,1
17040,Elvis Presley,Yasuhiro Nakasone,1
17041,George W. Bush,Junichiro Koizumi,1
17042,George W. Bush,Koizumi,2
17043,Elvis Presley,George W. Bush,1
17044,Junichiro Koizumi,Koizumi,2
17045,Bush,Junichiro Koizumi,1
17046,Elvis Presley,Junichiro Koizumi,1
17047,Bush,Koizumi,2
17048,Elvis Presley,Koizumi,2
17049,Koizumi,Koizumi,1
17050,Bush,Elvis Presley,1
17051,Donald Trump,Megumi Yokota,1
17052,Donald Trump,Megumi,4
17053,Donald Trump,Sakie,1
17054,Donald Trump,Koichiro Iizuka,1
17055,Donald Trump,Yaeko Taguchi,1
17056,Megumi Yokota,Shinzo Abe,1
17057,Megumi,Megumi Yokota,4
17058,Megumi Yokota,Sakie,1
17059,Abe,Megumi Yokota,2
17060,Kim Jong Un,Megumi Yokota,1
17061,Megumi Yokota,Trump,1
17062,Koichiro Iizuka,Megumi Yokota,1
17063,Megumi Yokota,Yaeko Taguchi,1
17064,Megumi,Shinzo Abe,4
17065,Sakie,Shinzo Abe,1
17066,Koichiro Iizuka,Shinzo Abe,1
17067,Shinzo Abe,Yaeko Taguchi,1
17068,Megumi,Sakie,4
17069,Megumi,Megumi,6
17070,Abe,Megumi,8
17071,Kim Jong Un,Megumi,4
17072,Megumi,Trump,4
17073,Koichiro Iizuka,Megumi,4
17074,Megumi,Yaeko Taguchi,4
17075,Abe,Sakie,2
17076,Kim Jong Un,Sakie,1
17077,Sakie,Trump,1
17078,Koichiro Iizuka,Sakie,1
17079,Sakie,Yaeko Taguchi,1
17080,Abe,Koichiro Iizuka,2
17081,Abe,Yaeko Taguchi,2
17082,Kim Jong Un,Koichiro Iizuka,1
17083,Kim Jong Un,Yaeko Taguchi,1
17084,Koichiro Iizuka,Trump,1
17085,Trump,Yaeko Taguchi,1
17086,Koichiro Iizuka,Yaeko Taguchi,1
17087,Donald Trump,Yasutoshi Nishimura,1
17088,Shinzo Abe,Yasutoshi Nishimura,1
17089,Akihito,Donald Trump,7
17090,Donald Trump,Empress Michiko,1
17091,Donald Trump,Emperor Hirohito,2
17092,Donald Trump,Prince Naruhito,1
17093,Akihito,Empress Michiko,7
17094,Akihito,Barack Obama,7
17095,Akihito,Melania,7
17096,Akihito,Akihito,21
17097,Akihito,Emperor Hirohito,14
17098,Akihito,Hillary Clinton,7
17099,Akihito,Prince Naruhito,7
17100,Barack Obama,Empress Michiko,1
17101,Empress Michiko,Melania,1
17102,Emperor Hirohito,Empress Michiko,2
17103,Empress Michiko,Hillary Clinton,1
17104,Empress Michiko,Prince Naruhito,1
17105,Barack Obama,Emperor Hirohito,2
17106,Barack Obama,Prince Naruhito,1
17107,Emperor Hirohito,Melania,2
17108,Hillary Clinton,Melania,1
17109,Melania,Prince Naruhito,1
17110,Emperor Hirohito,Hillary Clinton,2
17111,Emperor Hirohito,Prince Naruhito,2
17112,Emperor Hirohito,Emperor Hirohito,1
17113,Hillary Clinton,Prince Naruhito,1
17114,Michael Pence,Paul Manafort,1
17115,Paul Manafort,Robert Kelner,1
17116,Barry Coburn,Paul Manafort,1
17117,Michael Flynn Jr.,Paul Manafort,1
17118,Michael Pence,Peter Carr,1
17119,Michael Pence,Robert Kelner,1
17120,Barry Coburn,Michael Pence,1
17121,Michael Flynn Jr.,Michael Pence,1
17122,Michael Flynn Jr.,Peter Carr,1
17123,Brady,Paul Ryan,13
17124,Paul Ryan,Peter King,4
17125,James Lankford,Paul Ryan,2
17126,Brady,Ryan,7
17127,Peter King,Ryan,6
17128,James Lankford,Ryan,5
17129,Kevin Brady,Mark Meadows,2
17130,Kevin Brady,Mike Pence,3
17131,James Lankford,Kevin Brady,1
17132,Brady,Mark Meadows,1
17133,Brady,Mike Pence,5
17134,Brady,James Lankford,1
17135,Mark Meadows,Peter King,1
17136,Mike Pence,Peter King,2
17137,James Lankford,Peter King,1
17138,Mark Meadows,Mike Pence,2
17139,James Lankford,Mark Meadows,1
17140,Paul Manafort’s,Robert Mueller,1
17141,Donald Trump,Paul Manafort’s,1
17142,Mueller,Paul Manafort’s,2
17143,Paul Manafort’s,Trump,1
17144,Paul Manafort’s,Richard Gates,1
17145,Amy Berman Jackson,Paul Manafort’s,1
17146,Donna Brazile,Hillary Clinton,3
17147,Hillary Clinton,Tim Kaine,3
17148,Brazile,Hillary Clinton,1
17149,Clinton,Donna Brazile,15
17150,Donna Brazile,Joe Biden,2
17151,Donald Trump,Donna Brazile,3
17152,Donna Brazile,Tim Kaine,2
17153,Bernie Sanders,Donna Brazile,2
17154,Brazile,Donna Brazile,1
17155,Clinton,Tim Kaine,15
17156,Bernie Sanders,Clinton,20
17157,Brazile,Clinton,7
17158,Joe Biden,Tim Kaine,2
17159,Bernie Sanders,Joe Biden,4
17160,Brazile,Joe Biden,1
17161,Donald Trump,Tim Kaine,4
17162,Brazile,Donald Trump,2
17163,Bernie Sanders,Tim Kaine,2
17164,Brazile,Tim Kaine,1
17165,Bernie Sanders,Brazile,1
17166,Jeremy Hodges,Rand Paul,1
17167,Chip Olney,Rand Paul,1
17168,Olney,Rand Paul,1
17169,Jeremy Hodges,Rene Boucher,1
17170,Chip Olney,Rene Boucher,1
17171,Olney,Rene Boucher,1
17172,Barack Obama,Rene Boucher,1
17173,Jeremy Hodges,Paul,6
17174,Chip Olney,Paul,6
17175,Olney,Paul,6
17176,Boucher,Jeremy Hodges,1
17177,Boucher,Chip Olney,1
17178,Boucher,Olney,1
17179,Barack Obama,Boucher,1
17180,Chip Olney,Jeremy Hodges,1
17181,Jeremy Hodges,Olney,1
17182,Barack Obama,Jeremy Hodges,1
17183,Donald Trump,Jeremy Hodges,1
17184,Chip Olney,Olney,1
17185,Barack Obama,Chip Olney,1
17186,Chip Olney,Donald Trump,1
17187,Barack Obama,Olney,1
17188,Donald Trump,Olney,1
17189,Paul Ryan,Robert Mueller,1
17190,Robert Mueller,Ryan,2
17191,Donald Trump,Michael Mundaca,1
17192,Donald Trump,Gavin Ekins,1
17193,Michael Mundaca,Steven Rosenthal,1
17194,Gavin Ekins,Steven Rosenthal,1
17195,Gavin Ekins,Michael Mundaca,1
17196,Aramco,Donald Trump,12
17197,Donald Trump,Thomas Farley,1
17198,Donald Trump,JASTA,1
17199,Donald Trump,Mohammed al-Sabban,1
17200,Ali al-Naimi,Donald Trump,1
17201,Donald Trump,Sabban,1
17202,Bob McNally,Donald Trump,1
17203,Donald Trump,McNally,1
17204,Aramco,Aramco,66
17205,Aramco,Thomas Farley,12
17206,Aramco,Theresa May,12
17207,Aramco,Scott Amey,12
17208,Aramco,JASTA,12
17209,Aramco,Mohammed al-Sabban,12
17210,Ali al-Naimi,Aramco,12
17211,Aramco,Trump,36
17212,Aramco,Sabban,12
17213,Aramco,Bob McNally,12
17214,Aramco,McNally,12
17215,Theresa May,Thomas Farley,1
17216,Scott Amey,Thomas Farley,1
17217,JASTA,Thomas Farley,1
17218,Mohammed al-Sabban,Thomas Farley,1
17219,Ali al-Naimi,Thomas Farley,1
17220,Thomas Farley,Trump,3
17221,Sabban,Thomas Farley,1
17222,Bob McNally,Thomas Farley,1
17223,McNally,Thomas Farley,1
17224,Scott Amey,Theresa May,1
17225,JASTA,Theresa May,1
17226,Mohammed al-Sabban,Theresa May,1
17227,Ali al-Naimi,Theresa May,1
17228,Sabban,Theresa May,1
17229,Bob McNally,Theresa May,1
17230,McNally,Theresa May,1
17231,JASTA,Scott Amey,1
17232,Mohammed al-Sabban,Scott Amey,1
17233,Ali al-Naimi,Scott Amey,1
17234,Scott Amey,Trump,3
17235,Sabban,Scott Amey,1
17236,Bob McNally,Scott Amey,1
17237,McNally,Scott Amey,1
17238,JASTA,Mohammed al-Sabban,1
17239,Ali al-Naimi,JASTA,1
17240,JASTA,Trump,3
17241,JASTA,Sabban,1
17242,Bob McNally,JASTA,1
17243,JASTA,McNally,1
17244,Ali al-Naimi,Mohammed al-Sabban,1
17245,Mohammed al-Sabban,Trump,3
17246,Mohammed al-Sabban,Sabban,1
17247,Bob McNally,Mohammed al-Sabban,1
17248,McNally,Mohammed al-Sabban,1
17249,Ali al-Naimi,Trump,3
17250,Ali al-Naimi,Sabban,1
17251,Ali al-Naimi,Bob McNally,1
17252,Ali al-Naimi,McNally,1
17253,Sabban,Trump,3
17254,Bob McNally,Trump,3
17255,McNally,Trump,3
17256,Bob McNally,Sabban,1
17257,McNally,Sabban,1
17258,Bob McNally,McNally,1
17259,Donald Trump,YOKOTA AIR BASE,1
17260,Shinzo Abe,YOKOTA AIR BASE,1
17261,Elizabeth Warren,Hillary Clinton,2
17262,Hillary Clinton,Jeff Weaver,2
17263,Hillary Clinton,Robby Mook,2
17264,DNC chair,Hillary Clinton,2
17265,Hillary Clinton,Put Donald Trump,2
17266,Donna Brazile,Tom Perez,1
17267,Clinton,Tom Perez,8
17268,Bernie Sanders,Tom Perez,1
17269,Elizabeth Warren,Tom Perez,1
17270,Jeff Weaver,Tom Perez,1
17271,Robby Mook,Tom Perez,1
17272,Joe Biden,Tom Perez,1
17273,DNC chair,Tom Perez,1
17274,Tim Kaine,Tom Perez,1
17275,Put Donald Trump,Tom Perez,1
17276,Donna Brazile,Perez,4
17277,Clinton,Perez,32
17278,Bernie Sanders,Perez,4
17279,Elizabeth Warren,Perez,4
17280,Jeff Weaver,Perez,4
17281,Perez,Robby Mook,4
17282,Joe Biden,Perez,4
17283,DNC chair,Perez,4
17284,Perez,Tim Kaine,4
17285,Perez,Put Donald Trump,4
17286,Donna Brazile,Elizabeth Warren,1
17287,Donna Brazile,Jeff Weaver,1
17288,Donna Brazile,Robby Mook,1
17289,DNC chair,Donna Brazile,1
17290,Donna Brazile,Put Donald Trump,1
17291,Clinton,Elizabeth Warren,8
17292,Clinton,Jeff Weaver,8
17293,Clinton,Robby Mook,8
17294,Clinton,DNC chair,8
17295,Clinton,Put Donald Trump,8
17296,Bernie Sanders,Jeff Weaver,1
17297,Bernie Sanders,Robby Mook,1
17298,Bernie Sanders,DNC chair,1
17299,Bernie Sanders,Put Donald Trump,1
17300,Donald Trump,Jeff Weaver,1
17301,Donald Trump,Robby Mook,1
17302,DNC chair,Donald Trump,1
17303,Donald Trump,Put Donald Trump,1
17304,Elizabeth Warren,Jeff Weaver,1
17305,Elizabeth Warren,Robby Mook,1
17306,Elizabeth Warren,Joe Biden,1
17307,DNC chair,Elizabeth Warren,1
17308,Elizabeth Warren,Tim Kaine,1
17309,Elizabeth Warren,Put Donald Trump,1
17310,Jeff Weaver,Robby Mook,1
17311,Jeff Weaver,Joe Biden,1
17312,DNC chair,Jeff Weaver,1
17313,Jeff Weaver,Tim Kaine,1
17314,Jeff Weaver,Put Donald Trump,1
17315,Joe Biden,Robby Mook,1
17316,DNC chair,Robby Mook,1
17317,Robby Mook,Tim Kaine,1
17318,Put Donald Trump,Robby Mook,1
17319,DNC chair,Joe Biden,1
17320,Joe Biden,Put Donald Trump,1
17321,DNC chair,Tim Kaine,1
17322,DNC chair,Put Donald Trump,1
17323,Put Donald Trump,Tim Kaine,1
17324,Peter Carr,Richard Gates,1
17325,Manafort,Peter Carr,4
17326,Donald Trump,Viktor Yanukovich,8
17327,Donald Trump,John Colvin,1
17328,Colvin,Donald Trump,1
17329,Donald Trump,Downing,1
17330,Donald Trump,Mark Lee,1
17331,Donald Trump,Michael Padula,1
17332,Donald Trump,Patrick Cotter,2
17333,Donald Trump,Padula of Downing,1
17334,Robert Mueller,Viktor Yanukovich,6
17335,John Colvin,Robert Mueller,1
17336,Colvin,Robert Mueller,1
17337,Downing,Robert Mueller,1
17338,Mark Lee,Robert Mueller,1
17339,Lee,Robert Mueller,2
17340,Michael Padula,Robert Mueller,1
17341,Patrick Cotter,Robert Mueller,2
17342,Padula of Downing,Robert Mueller,1
17343,Paul Manafort,Viktor Yanukovich,11
17344,John Colvin,Paul Manafort,1
17345,Colvin,Paul Manafort,1
17346,Downing,Paul Manafort,1
17347,Mark Lee,Paul Manafort,1
17348,Lee,Paul Manafort,2
17349,Michael Padula,Paul Manafort,1
17350,Patrick Cotter,Paul Manafort,1
17351,Padula of Downing,Paul Manafort,1
17352,Rick Gates,Viktor Yanukovich,6
17353,John Colvin,Rick Gates,1
17354,Colvin,Rick Gates,1
17355,Downing,Rick Gates,1
17356,Mark Lee,Rick Gates,1
17357,Lee,Rick Gates,2
17358,Michael Padula,Rick Gates,1
17359,Patrick Cotter,Rick Gates,2
17360,Padula of Downing,Rick Gates,1
17361,Kevin Downing,Viktor Yanukovich,3
17362,Peter Carr,Viktor Yanukovich,1
17363,Mueller,Viktor Yanukovich,11
17364,John Colvin,Viktor Yanukovich,1
17365,Colvin,Viktor Yanukovich,1
17366,Downing,Viktor Yanukovich,1
17367,Mark Lee,Viktor Yanukovich,1
17368,Lee,Viktor Yanukovich,2
17369,Michael Padula,Viktor Yanukovich,1
17370,Manafort,Viktor Yanukovich,13
17371,Patrick Cotter,Viktor Yanukovich,1
17372,Gates,Viktor Yanukovich,21
17373,Padula of Downing,Viktor Yanukovich,1
17374,John Colvin,Kevin Downing,1
17375,Colvin,Kevin Downing,1
17376,Downing,Kevin Downing,1
17377,Kevin Downing,Mark Lee,1
17378,Kevin Downing,Lee,2
17379,Kevin Downing,Michael Padula,1
17380,Kevin Downing,Patrick Cotter,1
17381,Kevin Downing,Padula of Downing,1
17382,John Colvin,Peter Carr,1
17383,Colvin,Peter Carr,1
17384,Downing,Peter Carr,1
17385,Mark Lee,Peter Carr,1
17386,Lee,Peter Carr,2
17387,Michael Padula,Peter Carr,1
17388,Patrick Cotter,Peter Carr,1
17389,Padula of Downing,Peter Carr,1
17390,John Colvin,Mueller,4
17391,Colvin,Mueller,4
17392,Downing,Mueller,4
17393,Mark Lee,Mueller,4
17394,Lee,Mueller,8
17395,Michael Padula,Mueller,4
17396,Mueller,Patrick Cotter,10
17397,Mueller,Padula of Downing,4
17398,Colvin,John Colvin,1
17399,Downing,John Colvin,1
17400,John Colvin,Mark Lee,1
17401,John Colvin,Lee,2
17402,John Colvin,Michael Padula,1
17403,John Colvin,Manafort,2
17404,John Colvin,Patrick Cotter,1
17405,Gates,John Colvin,1
17406,John Colvin,Padula of Downing,1
17407,Colvin,Downing,1
17408,Colvin,Mark Lee,1
17409,Colvin,Lee,2
17410,Colvin,Michael Padula,1
17411,Colvin,Manafort,2
17412,Colvin,Patrick Cotter,1
17413,Colvin,Gates,1
17414,Colvin,Padula of Downing,1
17415,Downing,Mark Lee,1
17416,Downing,Lee,2
17417,Downing,Michael Padula,1
17418,Downing,Manafort,2
17419,Downing,Patrick Cotter,1
17420,Downing,Gates,1
17421,Downing,Padula of Downing,1
17422,Lee,Mark Lee,2
17423,Mark Lee,Michael Padula,1
17424,Manafort,Mark Lee,2
17425,Mark Lee,Patrick Cotter,1
17426,Gates,Mark Lee,1
17427,Mark Lee,Padula of Downing,1
17428,Lee,Michael Padula,2
17429,Lee,Manafort,4
17430,Lee,Patrick Cotter,2
17431,Gates,Lee,2
17432,Lee,Padula of Downing,2
17433,Manafort,Michael Padula,2
17434,Michael Padula,Patrick Cotter,1
17435,Gates,Michael Padula,1
17436,Michael Padula,Padula of Downing,1
17437,Manafort,Patrick Cotter,3
17438,Manafort,Padula of Downing,2
17439,Gates,Patrick Cotter,4
17440,Padula of Downing,Patrick Cotter,1
17441,Gates,Padula of Downing,1
17442,George H.W. Bush,George W. Bush,9
17443,Bush,George H.W. Bush,10
17444,George H.W. Bush,Hillary Clinton,4
17445,George H.W. Bush,Mark K. Updegrove,2
17446,George H.W. Bush,George H.W. Bush,2
17447,George H.W. Bush,Trump,22
17448,George H.W. Bush,Sarah Sanders,2
17449,George H.W. Bush,Jeb,2
17450,George W. Bush,Mark K. Updegrove,3
17451,George W. Bush,George W. Bush,6
17452,George W. Bush,Sarah Sanders,4
17453,George W. Bush,Jeb,3
17454,Donald Trump,Mark K. Updegrove,2
17455,Donald Trump,Jeb,3
17456,Bush,Mark K. Updegrove,5
17457,Bush,Jeb,5
17458,Hillary Clinton,Mark K. Updegrove,2
17459,Hillary Clinton,Sarah Sanders,11
17460,Hillary Clinton,Jeb,2
17461,Mark K. Updegrove,Trump,4
17462,Mark K. Updegrove,Ronald Reagan,1
17463,Mark K. Updegrove,Sarah Sanders,1
17464,Jeb,Mark K. Updegrove,1
17465,Jeb,Trump,4
17466,Jeb,Ronald Reagan,1
17467,Jeb,Sarah Sanders,1
17468,Abu Bakr al-Baghdadi,NEW YORK,1
17469,NEW YORK,Saipov,1
17470,Mukhammadzoir Kadirov,NEW YORK,1
17471,Abu Bakr al-Baghdadi,Donald Trump,1
17472,Donald Trump,Saipov,2
17473,Donald Trump,Mukhammadzoir Kadirov,1
17474,Abu Bakr al-Baghdadi,Saipov,1
17475,Abu Bakr al-Baghdadi,Mukhammadzoir Kadirov,1
17476,Mukhammadzoir Kadirov,Saipov,1
17477,Joseph Yun,Kim Jong Un,1
17478,Joseph Yun,Yun,17
17479,Donald Trump,Joseph Yun,1
17480,Joseph Yun,Otto Warmbier,1
17481,Joseph Yun,Trump,2
17482,Joseph Yun,Kim,5
17483,Joseph Yun,Rex Tillerson,2
17484,Joseph Yun,Mike Pompeo,1
17485,Joseph Yun,Pompeo,1
17486,Joseph Yun,Yun  ,1
17487,Joseph Yun,Warmbier,2
17488,Choe Son Hui,Joseph Yun,1
17489,H.R. McMaster,Joseph Yun,1
17490,Joseph Yun,Wendy Sherman,1
17491,Joseph Yun,Robert Gallucci,1
17492,Kim Jong Un,Yun,17
17493,Kim Jong Un,Otto Warmbier,1
17494,Kim Jong Un,Rex Tillerson,15
17495,Kim Jong Un,Mike Pompeo,1
17496,Kim Jong Un,Pompeo,1
17497,Kim Jong Un,Yun  ,1
17498,Kim Jong Un,Warmbier,2
17499,Choe Son Hui,Kim Jong Un,1
17500,H.R. McMaster,Kim Jong Un,2
17501,Kim Jong Un,Wendy Sherman,1
17502,Kim Jong Un,Robert Gallucci,1
17503,Yun,Yun,136
17504,Otto Warmbier,Yun,17
17505,Trump,Yun,34
17506,Kim,Yun,85
17507,Rex Tillerson,Yun,17
17508,Mike Pompeo,Yun,17
17509,Pompeo,Yun,17
17510,Yun,Yun  ,17
17511,Warmbier,Yun,34
17512,Choe Son Hui,Yun,17
17513,H.R. McMaster,Yun,17
17514,Wendy Sherman,Yun,17
17515,Robert Gallucci,Yun,17
17516,Donald Trump,Otto Warmbier,2
17517,Donald Trump,Yun  ,1
17518,Donald Trump,Warmbier,2
17519,Choe Son Hui,Donald Trump,1
17520,Donald Trump,Wendy Sherman,1
17521,Donald Trump,Robert Gallucci,1
17522,Otto Warmbier,Trump,2
17523,Kim,Otto Warmbier,5
17524,Otto Warmbier,Rex Tillerson,1
17525,Mike Pompeo,Otto Warmbier,1
17526,Otto Warmbier,Pompeo,1
17527,Otto Warmbier,Yun  ,1
17528,Otto Warmbier,Warmbier,2
17529,Choe Son Hui,Otto Warmbier,1
17530,H.R. McMaster,Otto Warmbier,1
17531,Otto Warmbier,Wendy Sherman,1
17532,Otto Warmbier,Robert Gallucci,1
17533,Trump,Yun  ,2
17534,Trump,Warmbier,4
17535,Choe Son Hui,Trump,2
17536,Trump,Wendy Sherman,2
17537,Robert Gallucci,Trump,2
17538,Kim,Rex Tillerson,20
17539,Kim,Mike Pompeo,6
17540,Kim,Pompeo,5
17541,Kim,Yun  ,5
17542,Kim,Warmbier,10
17543,Choe Son Hui,Kim,5
17544,H.R. McMaster,Kim,10
17545,Kim,Wendy Sherman,5
17546,Kim,Robert Gallucci,5
17547,Rex Tillerson,Yun  ,1
17548,Rex Tillerson,Warmbier,2
17549,Choe Son Hui,Rex Tillerson,1
17550,Rex Tillerson,Wendy Sherman,1
17551,Rex Tillerson,Robert Gallucci,1
17552,Mike Pompeo,Yun  ,1
17553,Mike Pompeo,Warmbier,2
17554,Choe Son Hui,Mike Pompeo,1
17555,Mike Pompeo,Wendy Sherman,1
17556,Mike Pompeo,Robert Gallucci,1
17557,Pompeo,Yun  ,1
17558,Pompeo,Warmbier,2
17559,Choe Son Hui,Pompeo,1
17560,Pompeo,Wendy Sherman,1
17561,Pompeo,Robert Gallucci,1
17562,Warmbier,Yun  ,2
17563,Choe Son Hui,Yun  ,1
17564,H.R. McMaster,Yun  ,1
17565,Wendy Sherman,Yun  ,1
17566,Robert Gallucci,Yun  ,1
17567,Choe Son Hui,Warmbier,2
17568,Warmbier,Warmbier,1
17569,H.R. McMaster,Warmbier,2
17570,Warmbier,Wendy Sherman,2
17571,Robert Gallucci,Warmbier,2
17572,Choe Son Hui,H.R. McMaster,1
17573,Choe Son Hui,Wendy Sherman,1
17574,Choe Son Hui,Robert Gallucci,1
17575,H.R. McMaster,Wendy Sherman,1
17576,H.R. McMaster,Robert Gallucci,1
17577,Robert Gallucci,Wendy Sherman,1
17578,Carter Page,Rick Gates,2
17579,Clinton,George Papadopoulos,9
17580,Bob Corker,George Papadopoulos,1
17581,Dianne Feinstein,George Papadopoulos,1
17582,George Papadopoulos,Manafort,13
17583,George Papadopoulos,Kevin Downing,5
17584,Bob Corker,Vladimir Putin,1
17585,Gates,Vladimir Putin,3
17586,Kevin Downing,Vladimir Putin,1
17587,Clinton,Papadopoulos,72
17588,Bob Corker,Papadopoulos,4
17589,Dianne Feinstein,Papadopoulos,4
17590,Papadopoulos,Rick Gates,51
17591,Manafort,Papadopoulos,80
17592,Kevin Downing,Papadopoulos,18
17593,Bob Corker,Putin,1
17594,Gates,Putin,4
17595,Manafort,Putin,4
17596,Kevin Downing,Putin,1
17597,Gates,Hillary Clinton,20
17598,Hillary Clinton,Kevin Downing,5
17599,Bob Corker,Clinton,1
17600,Clinton,Rick Gates,9
17601,Clinton,Gates,19
17602,Clinton,Kevin Downing,5
17603,Bob Corker,Dianne Feinstein,1
17604,Bob Corker,Paul Manafort,1
17605,Bob Corker,Rick Gates,1
17606,Bob Corker,Gates,1
17607,Bob Corker,Manafort,1
17608,Bob Corker,Kevin Downing,1
17609,Dianne Feinstein,Paul Manafort,1
17610,Dianne Feinstein,Rick Gates,1
17611,Dianne Feinstein,Gates,1
17612,Dianne Feinstein,Manafort,1
17613,Dianne Feinstein,Kevin Downing,1
17614,Melania,Paul Manafort,1
17615,Jeff Sessions,Melania,1
17616,Melania,Vladimir Putin,1
17617,Melania,Putin,3
17618,George Papadopoulos,Melania,1
17619,Melania,Shinzo Abe,1
17620,George H.W. Bush,Melania,1
17621,Paul Manafort,Xi Jinping,2
17622,Paul Manafort,Shinzo Abe,1
17623,George H.W. Bush,Paul Manafort,1
17624,Jeff Sessions,Xi Jinping,2
17625,Jeff Sessions,Shinzo Abe,1
17626,George H.W. Bush,Jeff Sessions,1
17627,George H.W. Bush,Vladimir Putin,1
17628,Putin,Shinzo Abe,4
17629,George H.W. Bush,Putin,3
17630,George Papadopoulos,Xi Jinping,2
17631,George Papadopoulos,Shinzo Abe,1
17632,George H.W. Bush,George Papadopoulos,1
17633,George H.W. Bush,Xi Jinping,2
17634,George H.W. Bush,Shinzo Abe,1
17635,NEW YORK,Natalia Veselnitskaya,1
17636,Donald Trump Jr.,NEW YORK,1
17637,NEW YORK,William Pauley,1
17638,NEW YORK,Veselnitskaya,5
17639,NEW YORK,Pauley,1
17640,NEW YORK,William Browder,1
17641,NEW YORK,Sergei Magnitsky,1
17642,Denis Katsyv,NEW YORK,1
17643,Donald Trump Jr,NEW YORK,1
17644,NEW YORK,Trump Jr.,2
17645,Magnitsky,NEW YORK,1
17646,Hillary,NEW YORK,1
17647,Natalia Veselnitskaya,William Pauley,1
17648,Natalia Veselnitskaya,Pauley,1
17649,Magnitsky,Natalia Veselnitskaya,1
17650,Hillary,Natalia Veselnitskaya,2
17651,Donald Trump Jr.,William Pauley,1
17652,Donald Trump Jr.,Pauley,1
17653,Donald Trump Jr.,Magnitsky,1
17654,Donald Trump Jr.,Hillary,2
17655,Veselnitskaya,William Pauley,5
17656,Pauley,William Pauley,1
17657,William Browder,William Pauley,1
17658,Sergei Magnitsky,William Pauley,1
17659,Denis Katsyv,William Pauley,1
17660,Donald Trump Jr,William Pauley,1
17661,Trump Jr.,William Pauley,2
17662,Magnitsky,William Pauley,1
17663,Hillary,William Pauley,1
17664,Pauley,Veselnitskaya,5
17665,Magnitsky,Veselnitskaya,5
17666,Hillary,Veselnitskaya,8
17667,Pauley,William Browder,1
17668,Pauley,Sergei Magnitsky,1
17669,Denis Katsyv,Pauley,1
17670,Donald Trump Jr,Pauley,1
17671,Pauley,Trump Jr.,2
17672,Magnitsky,Pauley,1
17673,Hillary,Pauley,1
17674,Sergei Magnitsky,William Browder,2
17675,Donald Trump Jr,William Browder,2
17676,Magnitsky,William Browder,1
17677,Hillary,William Browder,2
17678,Denis Katsyv,Sergei Magnitsky,2
17679,Magnitsky,Sergei Magnitsky,1
17680,Hillary,Sergei Magnitsky,2
17681,Denis Katsyv,Donald Trump Jr,2
17682,Denis Katsyv,Magnitsky,1
17683,Denis Katsyv,Hillary,2
17684,Donald Trump Jr,Magnitsky,1
17685,Donald Trump Jr,Hillary,2
17686,Magnitsky,Trump Jr.,2
17687,Hillary,Trump Jr.,4
17688,Hillary,Magnitsky,1
17689,Donald Trump,Saipova,1
17690,Donald Trump,Mukaddas,3
17691,Donald Trump,Umida Saipova,1
17692,Mukaddas,Saipova,3
17693,Saipov,Saipova,1
17694,Saipova,Umida Saipova,1
17695,Mukaddas,Mukaddas,3
17696,Mukaddas,Saipov,3
17697,Mukaddas,Umida Saipova,3
17698,Saipov,Umida Saipova,1
17699,Kevin Brady,Politico,1
17700,Kevin Brady,Tom Cotton,1
17701,Kevin Brady,Tom Cole,1
17702,Barack Obama,Brady,5
17703,Barack Obama,Politico,16
17704,Tom Cole,Trump,4
17705,Brady,Politico,3
17706,Brady,Tom Cotton,3
17707,Brady,Tom Cole,3
17708,Politico,Tom Cotton,1
17709,Politico,Rand Paul,2
17710,Politico,Tom Cole,1
17711,Rand Paul,Tom Cotton,1
